timestamp_ms,equity,inventory,cash,mid
1786636683991,100000.75897594153,0.0013900000000000006,99912.51413094153,63485.5
1786636689427,100000.75341405213,0.0013900000000000006,99912.51412905213,63481.5
1786636694798,100000.76036251328,0.0013900000000000006,99912.51412751328,63486.5
1786636700189,100000.76453094844,0.0013900000000000006,99912.51412594844,63489.5
1786636705562,100000.71726907209,0.0013900000000000006,99912.51412407208,63455.5
1786636711100,100000.71726747934,0.0013900000000000006,99912.51412247933,63455.5
1786636716445,100000.7103159453,0.0013900000000000006,99912.5141209453,63450.5
1786636721726,100000.7103143629,0.0013900000000000006,99912.51411936291,63450.5
1786636727275,100000.71031242455,0.0013900000000000006,99912.51411742455,63450.5
1786636732438,100000.71865082756,0.0013900000000000006,99912.51411582757,63456.5
1786636737768,100000.71864925556,0.0013900000000000006,99912.51411425557,63456.5
1786636743153,100000.71030766793,0.0013900000000000006,99912.51411266794,63450.5
1786636748189,100000.7089161181,0.0013900000000000006,99912.5141111181,63449.5
1786636753593,100000.70335458215,0.0013900000000000006,99912.51410958215,63445.5
1786636758956,100000.70335269731,0.0013900000000000006,99912.51410769731,63445.5
1786636764271,100000.70335111633,0.0013900000000000006,99912.51410611633,63445.5
1786636769752,100000.69500954547,0.0013900000000000006,99912.51410454547,63439.5
1786636775272,100000.66164767678,0.0013900000000000006,99912.51410267678,63415.5
1786636780707,100000.66442610913,0.0013900000000000006,99912.51410110913,63417.5
1786636786003,100000.66998456584,0.0013900000000000006,99912.51409956584,63421.5
1786636791422,100000.64913298946,0.0013900000000000006,99912.51409798946,63406.5
1786636796792,100000.64079112122,0.0013900000000000006,99912.51409612122,63400.5
1786636802218,100000.63383955057,0.0013900000000000006,99912.51409455057,63395.5
1786636807573,100000.6143780204,0.0013900000000000006,99912.5140930204,63381.5
1786636812718,100000.53680455955,-0.00861,100546.32900955956,63390.5
1786636818076,100000.45932431823,-0.00861,100546.32901931823,63399.5
1786636823504,100000.58848233504,-0.00861,100546.32902733503,63384.5
1786636828859,100000.62292877586,-0.00861,100546.32903377587,63380.5
1786636834243,100000.45934575384,-0.00861,100546.32904075384,63399.5
1786636839586,100000.41630338698,-0.00861,100546.32904838698,63404.5
1786636845029,100000.41631225846,-0.00861,100546.32905725845,63404.5
1786636850443,100000.39910142425,-0.00861,100546.32906642425,63406.5
1786636855832,100000.37950367903,-0.01097,100695.97074867903,63408.5
1786636861271,100000.24239301406,-0.01097,100695.97076301406,63421.0
1786636866632,100000.11625014724,-0.01097,100695.97077514725,63432.5
1786636871955,100000.1258213311,-0.0009700000000000004,100061.64564633109,63422.5
1786636877346,100000.12582241713,-0.0009700000000000004,100061.64564741713,63422.5
1786636882707,100000.12194371958,-0.0009700000000000004,100061.64564871958,63426.5
1786636888093,100000.12388481246,-0.0009700000000000004,100061.64564981246,63424.5
1786636893508,100000.123885885,-0.0009700000000000004,100061.645650885,63424.5
1786636898848,100000.11515698404,-0.0009700000000000004,100061.64565198404,63433.5
1786636904251,100000.11515830463,-0.0009700000000000004,100061.64565330463,63433.5
1786636909653,100000.11515939144,-0.0009700000000000004,100061.64565439144,63433.5
1786636915006,100000.13262048423,-0.0009700000000000004,100061.64565548423,63415.5
1786636920397,100000.13844158655,-0.0009700000000000004,100061.64565658655,63409.5
1786636925906,100000.15687290384,-0.0009700000000000004,100061.64565790383,63390.5
1786636931268,100000.16657400633,-0.0009700000000000004,100061.64565900633,63380.5
1786636936873,100000.03202893723,0.00903,99427.85059393723,63364.5
1786636942255,100000.27582658757,0.00903,99427.85058158757,63391.5
1786636947642,100000.34805633244,0.00903,99427.85057133244,63399.5
1786636953016,100000.42028579173,0.00903,99427.85056079173,63407.5
1786636958429,100000.420275657,0.00903,99427.850550657,63407.5
1786636963939,100000.46541516359,0.00903,99427.85054016359,63412.5
1786636969318,100000.51055267834,0.00903,99427.85052767834,63417.5
1786636974674,100000.51054266884,0.00903,99427.85051766883,63417.5
1786636980104,100000.51053266929,0.00903,99427.85050766928,63417.5
1786636985339,100000.67306244466,0.00903,99427.85049744467,63435.5
1786636990840,100000.7272302298,0.00903,99427.85048522979,63441.5
1786636996382,100000.6730398881,0.00903,99427.85047488811,63435.5
1786637001695,100000.67302973208,0.00903,99427.85046473208,63435.5
1786637007030,100000.7362292878,0.00903,99427.85045428779,63442.5
1786637012493,100000.75427709168,0.00903,99427.85044209167,63444.5
1786637017854,100000.7542668489,0.00903,99427.8504318489,63444.5
1786637023204,100000.81746661558,0.00903,99427.85042161559,63451.5
1786637028582,100000.86260646937,0.00903,99427.85041146936,63456.5
1786637033643,100000.86259630082,0.00903,99427.85040130082,63456.5
1786637038667,100000.88064598462,0.00903,99427.85039098462,63458.5
1786637043927,100000.84903060869,0.00903,99427.8503806087,63455.0
1786637049331,100000.80838343796,0.00903,99427.85036843797,63450.5
1786637054767,100000.80837300532,0.00903,99427.85035800532,63450.5
1786637060133,100000.80836239952,0.00903,99427.85034739952,63450.5
1786637065506,100000.808352361,0.00903,99427.850337361,63450.5
1786637070979,100000.78125039414,0.00903,99427.85032539415,63447.5
1786637076172,100000.7812400657,0.00903,99427.8503150657,63447.5
1786637081557,100000.7631698612,0.00903,99427.85030486119,63445.5
1786637086884,100000.71800977623,0.00903,99427.85029477623,63440.5
1786637092201,100000.64575969211,0.00903,99427.8502846921,63432.5
1786637097226,100000.68186948515,0.00903,99427.85027448516,63436.5
1786637102619,100000.69991729603,0.00903,99427.85026229604,63438.5
1786637108036,100000.66378685916,0.00903,99427.85025185917,63434.5
1786637113413,100000.60056686297,0.00903,99427.85024186297,63427.5
1786637118815,100000.672796869,0.00903,99427.850231869,63435.5
1786637124203,100000.67278479936,0.00903,99427.85021979937,63435.5
1786637129567,100000.67277434777,0.00903,99427.85020934777,63435.5
1786637134878,100000.64567417673,0.00903,99427.85019917673,63432.5
1786637140339,100000.62760365753,0.00903,99427.85018865752,63430.5
1786637145725,100000.69080166203,0.00903,99427.85017666203,63437.5
1786637151148,100000.84430138487,0.00903,99427.85016638487,63454.5
1786637156556,100000.92556125688,0.00903,99427.85015625689,63463.5
1786637161953,100000.96167085839,0.00903,99427.85014585839,63467.5
1786637167323,100000.99777883469,0.00903,99427.85013383468,63471.5
1786637172826,100001.02485854832,0.00903,99427.85012354833,63474.5
1786637178329,100001.1332085076,0.00903,99427.8501135076,63486.5
1786637183768,100000.90744611403,0.00903,99427.85010111403,63461.5
1786637189144,100000.90743580126,0.00903,99427.85009080126,63461.5
1786637194180,100000.82615531457,0.00903,99427.85008031457,63452.5
1786637199661,100000.8261453729,0.00903,99427.85007037291,63452.5
1786637205046,100000.73583498721,0.00903,99427.8500599872,63442.5
1786637210447,100000.7087329485,0.00903,99427.8500479485,63439.5
1786637215823,100000.71775282115,0.00903,99427.85003782115,63440.5
1786637221201,100000.67259273258,0.00903,99427.85002773258,63435.5
1786637226668,100000.50101054386,0.00903,99427.85001554385,63416.5
1786637231982,100000.66354040598,0.00903,99427.85000540598,63434.5
1786637237496,100000.6996501379,0.00903,99427.8499951379,63438.5
1786637242529,100000.69963984984,0.00903,99427.84998484985,63438.5
1786637247960,100000.69962989083,0.00903,99427.84997489084,63438.5
1786637252984,100000.56416974874,0.00903,99427.84996474875,63423.5
1786637258411,100000.46482746977,0.00903,99427.84995246977,63412.5
1786637263673,100000.44675733053,0.00903,99427.84994233053,63410.5
1786637269065,100000.46480713719,0.00903,99427.8499321372,63412.5
1786637274511,100000.48285701132,0.00903,99427.84992201132,63414.5
1786637279873,100000.4647848625,0.00903,99427.8499098625,63412.5
1786637285161,100000.28417480599,0.00903,99427.84989980598,63392.5
1786637290484,100000.229984655,0.00903,99427.849889655,63386.5
1786637295821,100000.31124461234,0.00903,99427.84987961235,63395.5
1786637301270,100000.32026212143,0.00903,99427.84986712143,63396.5
1786637306827,100000.39249193773,0.00903,99427.84985693773,63404.5
1786637312198,100000.44666190485,0.00903,99427.84984690485,63410.5
1786637317557,100000.3924696339,0.00903,99427.84983463389,63404.5
1786637323071,100000.43760944509,0.00903,99427.84982444509,63409.5
1786637328563,100000.57304949478,0.00903,99427.84981449478,63424.5
1786637333934,100000.58206714,0.00903,99427.84980214,63425.5
1786637339339,100000.86650145943,0.00903,99427.84979145943,63457.0
1786637344717,100000.95227604639,0.00903,99427.84978104639,63466.5
1786637350082,100000.88002577129,0.00903,99427.84977077128,63458.5
1786637355481,100000.89807580278,0.00903,99427.84976080277,63460.5
1786637360808,100000.89806367454,0.00903,99427.84974867453,63460.5
1786637366134,100000.9522335387,0.00903,99427.8497385387,63466.5
1786637371509,100000.78065310778,0.00903,99427.84972810779,63447.5
1786637376943,100000.8348229911,0.00903,99427.8497179911,63453.5
1786637382424,100000.69936079656,0.00903,99427.84970579656,63438.5
1786637387713,100000.64517050901,0.00903,99427.84969550901,63432.5
1786637392798,100000.64516028814,0.00903,99427.84968528814,63432.5
1786637397824,100000.64515014518,0.00903,99427.84967514517,63432.5
1786637403229,100000.58192999872,0.00903,99427.84966499872,63425.5
1786637408666,100000.5819196597,0.00903,99427.8496546597,63425.5
1786637414029,100000.46451935905,0.00903,99427.84964435906,63412.5
1786637419494,100000.47805208454,0.00903,99427.84963208454,63414.0
1786637424799,100000.47352691038,0.00903,99427.84962191038,63413.5
1786637430154,100000.45545692358,0.00903,99427.84961192358,63411.5
1786637435191,100000.44688582579,-0.0009700000000000004,100061.9744708258,63430.5
1786637440620,100000.44688690365,-0.0009700000000000004,100061.97447190365,63430.5
1786637446050,100000.44688820494,-0.0009700000000000004,100061.97447320494,63430.5
1786637451421,100000.44009930089,-0.0009700000000000004,100061.97447430089,63437.5
1786637456786,100000.43816036548,-0.0009700000000000004,100061.97447536548,63439.5
1786637462144,100000.42943169233,-0.0009700000000000004,100061.97447669234,63448.5
1786637467499,100000.43040278358,-0.0009700000000000004,100061.97447778357,63447.5
1786637473065,100000.42264387099,-0.0009700000000000004,100061.974478871,63455.5
1786637478110,100000.42264494611,-0.0009700000000000004,100061.97447994612,63455.5
1786637483490,100000.41197605425,-0.0009700000000000004,100061.97448105425,63466.5
1786637488548,100000.43331720373,-0.0009700000000000004,100061.97448220373,63444.5
1786637493924,100000.43331847907,-0.0009700000000000004,100061.97448347908,63444.5
1786637499311,100000.43331957009,-0.0009700000000000004,100061.97448457009,63444.5
1786637504680,100000.43332065704,-0.0009700000000000004,100061.97448565705,63444.5
1786637510060,100000.4333217378,-0.0009700000000000004,100061.9744867378,63444.5
1786637515446,100000.43041302422,-0.0009700000000000004,100061.97448802422,63447.5
1786637520822,100000.42847409498,-0.0009700000000000004,100061.97448909498,63449.5
1786637526198,100000.4284751899,-0.0009700000000000004,100061.9744901899,63449.5
1786637531575,100000.42847650031,-0.0009700000000000004,100061.97449150031,63449.5
1786637536915,100000.42847759117,-0.0009700000000000004,100061.97449259117,63449.5
1786637542295,100000.42847869205,-0.0009700000000000004,100061.97449369205,63449.5
1786637547635,100000.42847978546,-0.0009700000000000004,100061.97449478546,63449.5
1786637552994,100000.42848108668,-0.0009700000000000004,100061.97449608668,63449.5
1786637558378,100000.42848224213,-0.0009700000000000004,100061.97449724213,63449.5
1786637563755,100000.44012331647,-0.0009700000000000004,100061.97449831647,63437.5
1786637569163,100000.44012458698,-0.0009700000000000004,100061.97449958698,63437.5
1786637574459,100000.42848566391,-0.0009700000000000004,100061.97450066391,63449.5
1786637579854,100000.42848676148,-0.0009700000000000004,100061.97450176148,63449.5
1786637585415,100000.43430786756,-0.0009700000000000004,100061.97450286755,63443.5
1786637590830,100000.43818918496,-0.0009700000000000004,100061.97450418497,63439.5
1786637596193,100000.44401026863,-0.0009700000000000004,100061.97450526863,63433.5
1786637601648,100000.44498137056,-0.0009700000000000004,100061.97450637056,63432.5
1786637607162,100000.44498269407,-0.0009700000000000004,100061.97450769407,63432.5
1786637612617,100000.4459537654,-0.0009700000000000004,100061.9745087654,63431.5
1786637617935,100000.44692484546,-0.0009700000000000004,100061.97450984546,63430.5
1786637623233,100000.44692593534,-0.0009700000000000004,100061.97451093534,63430.5
1786637628610,100000.45177725251,-0.0009700000000000004,100061.97451225252,63425.5
1786637634108,100000.45177833631,-0.0009700000000000004,100061.97451333632,63425.5
1786637639513,100000.43431944236,-0.0009700000000000004,100061.97451444235,63443.5
1786637644965,100000.437230738,-0.0009700000000000004,100061.974515738,63440.5
1786637650407,100000.4372318392,-0.0009700000000000004,100061.9745168392,63440.5
1786637655843,100000.4372329417,-0.0009700000000000004,100061.9745179417,63440.5
1786637661357,100000.43723428874,-0.0009700000000000004,100061.97451928873,63440.5
1786637666726,100000.43529538847,-0.0009700000000000004,100061.97452038847,63442.5
1786637672161,100000.43335648926,-0.0009700000000000004,100061.97452148926,63444.5
1786637677551,100000.43335759325,-0.0009700000000000004,100061.97452259326,63444.5
1786637683008,100000.43432871418,-0.0009700000000000004,100061.97452371418,63443.5
1786637688380,100000.43239002084,-0.0009700000000000004,100061.97452502084,63445.5
1786637693728,100000.42948112701,-0.0009700000000000004,100061.97452612701,63448.5
1786637699146,100000.4294822146,-0.0009700000000000004,100061.97452721461,63448.5
1786637704598,100000.42948331246,-0.0009700000000000004,100061.97452831246,63448.5
1786637709904,100000.423664626,-0.0009700000000000004,100061.974529626,63454.5
1786637715357,100000.4294857113,-0.0009700000000000004,100061.9745307113,63448.5
1786637720716,100000.4372467985,-0.0009700000000000004,100061.97453179849,63440.5
1786637726106,100000.4372481125,-0.0009700000000000004,100061.9745331125,63440.5
1786637731508,100000.4372492195,-0.0009700000000000004,100061.9745342195,63440.5
1786637736914,100000.43725034955,-0.0009700000000000004,100061.97453534955,63440.5
1786637742281,100000.44016141824,-0.0009700000000000004,100061.97453641825,63437.5
1786637747697,100000.44016272287,-0.0009700000000000004,100061.97453772287,63437.5
1786637753143,100000.44016381673,-0.0009700000000000004,100061.97453881674,63437.5
1786637758501,100000.4401648869,-0.0009700000000000004,100061.9745398869,63437.5
1786637763846,100000.44016598247,-0.0009700000000000004,100061.97454098247,63437.5
1786637769224,100000.4401673104,-0.0009700000000000004,100061.9745423104,63437.5
1786637774526,100000.43143840515,-0.0009700000000000004,100061.97454340516,63446.5
1786637779914,100000.42561949641,-0.0009700000000000004,100061.9745444964,63452.5
1786637785273,100000.41349560636,-0.0009700000000000004,100061.97454560637,63465.0
1786637790628,100000.41689192389,-0.0009700000000000004,100061.97454692388,63461.5
1786637796019,100000.43144299935,-0.0009700000000000004,100061.97454799936,63446.5
1786637801382,100000.43144412409,-0.0009700000000000004,100061.97454912409,63446.5
1786637806822,100000.43144520788,-0.0009700000000000004,100061.97455020789,63446.5
1786637812202,100000.43144651761,-0.0009700000000000004,100061.97455151762,63446.5
1786637817568,100000.43047760679,-0.0009700000000000004,100061.97455260679,63447.5
1786637823085,100000.44017870403,-0.0009700000000000004,100061.97455370403,63437.5
1786637828476,100000.43435980477,-0.0009700000000000004,100061.97455480476,63443.5
1786637833865,100000.43436109941,-0.0009700000000000004,100061.9745560994,63443.5
1786637839226,100000.42369219233,-0.0009700000000000004,100061.97455719233,63454.5
1786637844627,100000.42369326703,-0.0009700000000000004,100061.97455826703,63454.5
1786637850092,100000.41884457934,-0.0009700000000000004,100061.97455957934,63459.5
1786637855457,100000.41884566548,-0.0009700000000000004,100061.97456066548,63459.5
1786637860816,100000.41399675036,-0.0009700000000000004,100061.97456175036,63464.5
1786637866203,100000.4139980538,-0.0009700000000000004,100061.97456305381,63464.5
1786637871633,100000.39653915049,-0.0009700000000000004,100061.97456415049,63482.5
1786637877133,100000.3965402721,-0.0009700000000000004,100061.97456527209,63482.5
1786637882397,100000.39654134536,-0.0009700000000000004,100061.97456634535,63482.5
1786637887773,100000.39654264163,-0.0009700000000000004,100061.97456764162,63482.5
1786637893182,100000.3994537281,-0.0009700000000000004,100061.9745687281,63479.5
1786637898541,100000.3994548103,-0.0009700000000000004,100061.97456981029,63479.5
1786637903920,100000.39945610375,-0.0009700000000000004,100061.97457110375,63479.5
1786637909293,100000.39557718895,-0.0009700000000000004,100061.97457218895,63483.5
1786637914689,100000.29564853534,-0.01097,100696.81934353533,63493.5
1786637920201,100000.2956635602,-0.01097,100696.8193585602,63493.5
1786637925556,100000.29567575718,-0.01097,100696.81937075718,63493.5
1786637930898,100000.29568847179,-0.01097,100696.81938347178,63493.5
1786637936320,100000.29570067099,-0.01097,100696.81939567099,63493.5
1786637941495,100000.29571320885,-0.01097,100696.81940820884,63493.5
1786637946866,100000.38348782931,-0.01097,100696.81942282931,63485.5
1786637951923,100000.40544053068,-0.01097,100696.81943553068,63483.5
1786637957282,100000.44933267758,-0.01097,100696.81944767758,63479.5
1786637962591,100000.44934532481,-0.01097,100696.81946032481,63479.5
1786637967998,100000.44935762887,-0.01097,100696.81947262886,63479.5
1786637973459,100000.44937263508,-0.01097,100696.81948763508,63479.5
1786637978826,100000.46035500232,-0.01097,100696.81950000231,63478.5
1786637984328,100000.44939760106,-0.01097,100696.81951260105,63479.5
1786637989730,100000.42746971158,-0.01097,100696.81952471158,63481.5
1786637995085,100000.42748469625,-0.01097,100696.81953969625,63481.5
1786638000453,100000.42749725249,-0.01097,100696.81955225249,63481.5
1786638005821,100000.4275096152,-0.01097,100696.8195646152,63481.5
1786638011216,100000.42752184224,-0.01097,100696.81957684224,63481.5
1786638016686,100000.42753657245,-0.01097,100696.81959157245,63481.5
1786638021877,100000.41657877534,-0.01097,100696.81960377535,63482.5
1786638027180,100000.41659121292,-0.01097,100696.81961621293,63482.5
1786638032791,100000.40563610803,-0.01097,100696.81963110802,63483.5
1786638038180,100000.96511872376,-0.01097,100696.81964372376,63432.5
1786638043642,100000.88834091768,-0.01097,100696.81965591767,63439.5
1786638049031,100000.69089295177,-0.01097,100696.81966795177,63457.5
1786638054470,100000.69090780978,-0.01097,100696.81968280979,63457.5
1786638059904,100000.62510045076,-0.01097,100696.81969545076,63463.5
1786638065298,100000.49347283485,-0.01097,100696.81970783485,63475.5
1786638070668,100000.55930504372,-0.01097,100696.81972004371,63469.5
1786638076172,100000.55931991925,-0.01097,100696.81973491925,63469.5
1786638081497,100000.55933229894,-0.01097,100696.81974729894,63469.5
1786638086868,100000.55934481467,-0.01097,100696.81975981467,63469.5
1786638092434,100000.51547954818,-0.01097,100696.81977454817,63473.5
1786638097762,100000.51549257665,-0.01097,100696.81978757665,63473.5
1786638103220,100000.30707508067,-0.01097,100696.81980008066,63492.5
1786638108659,100000.23029930735,-0.01097,100696.81981430735,63499.5
1786638114057,100000.21934154551,-0.01097,100696.81982654551,63500.5
1786638119258,100000.07674391437,-0.01097,100696.81983891437,63513.5
1786638124624,99999.9670560188,-0.01097,100696.8198510188,63523.5
1786638130088,100000.07677077086,-0.01097,100696.81986577086,63513.5
1786638135442,100000.01096303189,-0.01097,100696.81987803189,63519.5
1786638140784,99999.93418528332,-0.01097,100696.81989028331,63526.5
1786638146255,99999.92323012088,-0.01097,100696.81990512088,63527.5
1786638151773,99999.92324238835,-0.01097,100696.81991738835,63527.5
1786638157211,99999.90679985732,-0.01097,100696.81992985732,63529.0
1786638162721,99999.89035970863,-0.01097,100696.81994470864,63530.5
1786638168103,99999.89037186644,-0.01097,100696.81995686644,63530.5
1786638173503,99999.86844409244,-0.01097,100696.81996909244,63532.5
1786638178879,99999.86845878811,-0.01097,100696.81998378811,63532.5
1786638184212,99999.86847110157,-0.01097,100696.81999610156,63532.5
1786638189606,99999.86848347311,-0.01097,100696.8200084731,63532.5
1786638194997,99999.79170811102,-0.01097,100696.82002311102,63539.5
1786638200390,99999.71493029039,-0.01097,100696.82003529038,63546.5
1786638205772,99999.71494280879,-0.01097,100696.82004780878,63546.5
1786638211140,99999.71495747007,-0.01097,100696.82006247007,63546.5
1786638216517,99999.82466954053,-0.01097,100696.82007454052,63536.5
1786638221965,99999.86856195048,-0.01097,100696.82008695048,63532.5
1786638227305,99999.86857673449,-0.01097,100696.82010173448,63532.5
1786638232711,99999.780829049,-0.01097,100696.82011404901,63540.5
1786638238096,99999.78084153665,-0.01097,100696.82012653665,63540.5
1786638243126,99999.71503375388,-0.01097,100696.82013875387,63546.5
1786638248461,99999.72601626664,-0.01097,100696.82015126664,63545.5
1786638253791,99999.72602885934,-0.01097,100696.82016385935,63545.5
1786638258920,99999.75895135001,-0.01097,100696.82017635001,63542.5
1786638264280,99999.75896585916,-0.01097,100696.82019085916,63542.5
1786638269675,99999.75897813331,-0.01097,100696.8202031333,63542.5
1786638275071,99999.7589906591,-0.01097,100696.8202156591,63542.5
1786638280429,99999.75900311948,-0.01097,100696.82022811948,63542.5
1786638285828,99999.79192784606,-0.01097,100696.82024284606,63539.5
1786638291342,99999.79194049547,-0.01097,100696.82025549548,63539.5
1786638296561,99999.89068309868,-0.01097,100696.82026809869,63530.5
1786638301584,99999.89069539611,-0.01097,100696.82028039612,63530.5
1786638307072,99999.89070749261,-0.01097,100696.82029249262,63530.5
1786638312536,100000.00042228581,-0.01097,100696.82030728582,63520.5
1786638317901,100000.00043475375,-0.01097,100696.82031975375,63520.5
1786638323389,100000.00044715342,-0.01097,100696.82033215342,63520.5
1786638328621,100000.00046208792,-0.01097,100696.82034708792,63520.5
1786638334010,99999.91819917352,-0.01097,100696.82035917352,63528.0
1786638339455,99999.89078644344,-0.01097,100696.82037144345,63530.5
1786638344856,99999.86885877459,-0.01097,100696.82038377458,63532.5
1786638350334,99999.86887395996,-0.01097,100696.82039895996,63532.5
1786638355519,99999.86888616075,-0.01097,100696.82041116075,63532.5
1786638361013,99999.86889819687,-0.01097,100696.82042319687,63532.5
1786638366448,99999.86891302906,-0.01097,100696.82043802906,63532.5
1786638371771,99999.93474553179,-0.01097,100696.82045053178,63526.5
1786638377233,99999.9676677746,-0.01097,100696.8204627746,63523.5
1786638382685,100000.00059293324,-0.01097,100696.82047793324,63520.5
1786638388159,100000.00060507831,-0.01097,100696.82049007832,63520.5
1786638393590,100000.00061715762,-0.01097,100696.82050215763,63520.5
1786638399086,100000.00063198632,-0.01097,100696.82051698632,63520.5
1786638404373,100000.00064459087,-0.01097,100696.82052959087,63520.5
1786638409834,100000.00065682513,-0.01097,100696.82054182513,63520.5
1786638415193,100000.00067158612,-0.01097,100696.82055658613,63520.5
1786638420638,100000.00068444238,-0.01097,100696.82056944238,63520.5
1786638425944,100000.08845694528,-0.01097,100696.82058194527,63512.5
1786638431323,100000.11373149752,-0.0009700000000000004,100061.70533649751,63496.5
1786638436694,100000.12149257914,-0.0009700000000000004,100061.70533757914,63488.5
1786638442055,100000.12149386387,-0.0009700000000000004,100061.70533886387,63488.5
1786638447397,100000.11761496784,-0.0009700000000000004,100061.70533996784,63492.5
1786638452910,100000.11761606629,-0.0009700000000000004,100061.70534106629,63492.5
1786638458423,100000.11373736776,-0.0009700000000000004,100061.70534236776,63496.5
1786638463427,100000.11276848233,-0.0009700000000000004,100061.70534348233,63497.5
1786638468555,100000.11276956547,-0.0009700000000000004,100061.70534456547,63497.5
1786638473929,100000.14478063965,-0.0009700000000000004,100061.70534563965,63464.5
1786638479364,100000.168061734,-0.0009700000000000004,100061.705346734,63440.5
1786638484508,100000.1729128338,-0.0009700000000000004,100061.7053478338,63435.5
1786638489885,100000.17582413537,-0.0009700000000000004,100061.70534913537,63432.5
1786638495249,100000.17582522593,-0.0009700000000000004,100061.70535022594,63432.5
1786638500512,100000.17582630666,-0.0009700000000000004,100061.70535130666,63432.5
1786638505898,100000.17873739572,-0.0009700000000000004,100061.70535239571,63429.5
1786638511262,100000.18455847661,-0.0009700000000000004,100061.70535347662,63423.5
1786638516684,100000.19328983458,-0.0009700000000000004,100061.70535483459,63414.5
1786638522173,100000.20202092762,-0.0009700000000000004,100061.70535592762,63405.5
1786638527539,100000.20202201685,-0.0009700000000000004,100061.70535701685,63405.5
1786638532859,100000.19620334647,-0.0009700000000000004,100061.70535834647,63411.5
1786638538171,100000.19523442857,-0.0009700000000000004,100061.70535942857,63412.5
1786638543615,100000.19329552093,-0.0009700000000000004,100061.70536052094,63414.5
1786638548984,100000.2223966082,-0.0009700000000000004,100061.7053616082,63384.5
1786638554446,100000.23112793024,-0.0009700000000000004,100061.70536293024,63375.5
1786638559842,100000.2311290207,-0.0009700000000000004,100061.7053640207,63375.5
1786638565219,100000.23404010497,-0.0009700000000000004,100061.70536510498,63372.5
1786638570600,100000.27866141094,-0.0009700000000000004,100061.70536641094,63326.5
1786638575788,99999.98262897787,0.00903,99428.46038397787,63291.5
1786638580824,100000.29867060925,0.00903,99428.46037560925,63326.5
1786638586182,100000.30768852019,0.00903,99428.4603635202,63327.5
1786638591540,100000.31670833488,0.00903,99428.46035333489,63328.5
1786638596917,100000.31408208581,-0.0009700000000000004,100061.75533708581,63341.5
1786638602259,100000.29759340464,-0.0009700000000000004,100061.75533840465,63358.5
1786638607554,100000.29371446767,-0.0009700000000000004,100061.75533946767,63362.5
1786638612943,100000.29371556044,-0.0009700000000000004,100061.75534056044,63362.5
1786638618321,100000.29371663083,-0.0009700000000000004,100061.75534163082,63362.5
